,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
291,Atalanta,Catania,0,0,D,0,0,D,9,7,4,3,23,20,1,3,2,1,0,0
292,Fiorentina,Lazio,1,0,H,0,0,D,16,6,5,2,19,17,5,2,4,3,0,1
293,Inter,Juventus,1,2,A,0,0,D,13,22,3,8,16,31,6,5,3,2,0,0
294,Palermo,Genoa,2,3,A,1,1,D,28,10,8,6,17,27,9,7,5,2,0,0
295,Reggina,Napoli,1,1,D,0,0,D,12,8,2,3,21,27,4,3,1,3,0,0
296,Roma,Empoli,2,1,H,1,0,H,13,12,3,2,15,13,8,4,3,3,1,0
297,Sampdoria,Cagliari,1,1,D,0,1,A,10,10,3,3,24,27,3,4,3,4,0,0
298,Siena,Parma,2,0,H,0,0,D,14,7,4,2,23,20,2,4,1,3,0,0
299,Torino,Milan,0,1,A,0,0,D,9,21,1,9,27,21,4,5,2,2,0,0
300,Udinese,Livorno,2,0,H,1,0,H,11,16,5,3,18,10,5,9,1,2,0,0
301,Cagliari,Roma,1,1,D,1,1,D,10,20,1,8,20,15,6,12,0,4,0,0
302,Lazio,Inter,1,1,D,0,1,A,24,9,6,5,16,12,11,1,2,1,0,0
303,Catania,Torino,1,2,A,1,1,D,22,10,4,5,13,23,12,1,2,5,0,0
304,Empoli,Sampdoria,0,2,A,0,2,A,14,6,2,2,12,26,4,5,1,4,0,0
305,Genoa,Reggina,2,0,H,0,0,D,29,14,8,4,17,22,5,3,1,3,0,0
306,Livorno,Siena,0,0,D,0,0,D,19,9,7,4,13,30,6,3,2,2,0,0
307,Milan,Atalanta,1,2,A,0,2,A,14,16,8,7,15,17,11,3,2,4,1,0
308,Napoli,Palermo,1,0,H,0,0,D,12,15,4,3,18,12,4,6,2,0,0,0
309,Udinese,Fiorentina,3,1,H,1,0,H,17,20,10,4,15,17,7,8,1,1,0,0
310,Milan,Cagliari,3,1,H,2,0,H,14,9,6,3,26,19,8,4,1,4,0,0
311,Roma,Genoa,3,2,H,2,0,H,12,14,4,6,12,26,3,5,2,4,0,0
312,Atalanta,Inter,0,2,A,0,1,A,18,7,2,2,16,11,9,1,1,2,1,0
313,Catania,Napoli,3,0,H,2,0,H,9,27,5,3,13,17,4,8,2,2,0,0
314,Fiorentina,Reggina,2,0,H,1,0,H,23,11,10,2,17,14,10,7,1,1,0,0
315,Palermo,Juventus,3,2,H,1,0,H,7,24,4,7,12,19,3,10,3,2,0,0
316,Parma,Lazio,2,2,D,2,2,D,16,10,6,4,14,15,10,1,1,0,0,0
317,Sampdoria,Livorno,2,0,H,0,0,D,14,8,9,2,24,17,13,1,5,3,0,0
318,Siena,Udinese,1,1,D,0,0,D,14,21,7,10,17,17,2,5,1,1,0,0
319,Torino,Empoli,0,1,A,0,0,D,14,15,5,3,25,25,5,4,2,2,0,0
320,Juventus,Milan,3,2,H,2,2,D,13,10,6,6,27,17,3,5,3,1,0,1
321,Palermo,Catania,1,0,H,0,0,D,19,16,5,1,19,26,5,3,4,2,0,0
322,Empoli,Parma,1,1,D,1,1,D,10,7,3,3,19,17,5,2,4,2,0,0
323,Genoa,Torino,3,0,H,0,0,D,19,10,10,1,12,21,9,3,3,4,0,0
324,Inter,Fiorentina,2,0,H,0,0,D,19,13,10,3,15,13,10,6,2,1,0,0
325,Lazio,Siena,1,1,D,1,0,H,14,11,3,5,21,22,8,2,2,2,0,0
326,Livorno,Cagliari,1,2,A,1,1,D,24,22,9,7,15,13,8,4,3,4,0,0
327,Napoli,Atalanta,2,0,H,0,0,D,14,7,8,4,22,20,7,1,2,0,0,0
328,Reggina,Sampdoria,1,0,H,1,0,H,12,19,4,4,26,16,6,6,2,4,0,0
329,Udinese,Roma,1,3,A,0,0,D,19,29,7,10,18,17,7,7,2,2,0,0
330,Juventus,Parma,3,0,H,2,0,H,15,9,5,3,19,12,4,2,0,2,0,1
331,Fiorentina,Palermo,1,0,H,1,0,H,18,12,6,5,22,17,8,10,2,5,0,1
332,Roma,Livorno,1,1,D,0,0,D,25,6,9,1,12,12,14,0,2,2,0,0
333,Atalanta,Juventus,0,4,A,0,3,A,15,10,3,6,16,27,4,1,3,2,0,0
334,Cagliari,Empoli,2,0,H,1,0,H,12,16,3,6,21,28,2,4,1,5,2,0
335,Catania,Lazio,1,0,H,1,0,H,20,12,6,1,21,12,5,3,1,4,0,2
336,Milan,Reggina,5,1,H,2,1,H,23,14,10,5,14,10,9,10,1,0,0,0
337,Parma,Napoli,1,2,A,1,1,D,10,20,5,8,26,16,7,5,3,2,3,1
338,Sampdoria,Udinese,3,0,H,2,0,H,8,21,4,3,22,16,2,7,1,2,0,1
339,Siena,Genoa,0,1,A,0,1,A,17,9,4,4,20,14,8,2,1,2,0,1
340,Torino,Inter,0,1,A,0,1,A,17,11,3,2,21,10,7,3,6,3,0,0
341,Fiorentina,Sampdoria,2,2,D,0,0,D,13,6,3,4,26,18,1,6,2,3,0,0
342,Genoa,Empoli,0,1,A,0,1,A,8,11,2,3,17,15,5,4,3,3,1,0
343,Inter,Cagliari,2,1,H,1,0,H,21,14,5,3,15,8,6,5,0,2,0,0
344,Juventus,Lazio,5,2,H,4,0,H,13,7,6,5,14,14,5,6,1,0,0,1
345,Livorno,Milan,1,4,A,0,1,A,13,13,1,7,14,10,3,2,3,1,0,0
346,Napoli,Siena,0,0,D,0,0,D,14,4,4,2,14,30,10,0,1,4,0,0
347,Palermo,Atalanta,0,0,D,0,0,D,8,14,1,3,22,25,0,6,2,4,0,0
348,Reggina,Parma,2,1,H,0,1,A,17,3,10,1,16,28,8,2,2,3,0,1
349,Roma,Torino,4,1,H,4,0,H,13,18,7,5,12,12,6,7,1,4,1,0
350,Udinese,Catania,2,1,H,2,1,H,14,21,4,3,25,24,2,12,1,3,0,0
351,Atalanta,Livorno,3,2,H,0,0,D,10,12,4,5,16,18,2,3,2,3,0,0
352,Cagliari,Fiorentina,2,1,H,1,0,H,17,13,8,3,18,19,9,4,1,2,0,1
353,Catania,Reggina,1,2,A,0,1,A,27,7,8,4,23,14,8,2,2,4,0,0
354,Empoli,Udinese,0,1,A,0,1,A,21,10,6,4,23,18,12,2,4,2,0,0
355,Lazio,Palermo,1,2,A,1,0,H,15,8,3,2,13,8,5,1,1,0,0,0
356,Milan,Inter,2,1,H,0,0,D,15,12,4,7,16,21,8,5,4,3,0,0
357,Parma,Genoa,1,0,H,0,0,D,19,12,5,2,16,28,9,3,0,4,0,0
358,Sampdoria,Roma,0,3,A,0,0,D,20,18,11,6,8,16,11,4,0,0,0,0
359,Siena,Juventus,1,0,H,1,0,H,11,8,5,1,19,14,5,11,2,1,0,0
360,Torino,Napoli,2,1,H,1,0,H,12,16,4,3,21,14,6,3,3,3,0,0
361,Fiorentina,Parma,3,1,H,1,1,D,22,10,13,2,16,20,11,5,3,4,0,1
362,Genoa,Lazio,0,2,A,0,2,A,21,7,5,4,22,23,9,1,1,3,0,0
363,Inter,Siena,2,2,D,2,1,H,22,5,5,4,14,15,14,0,1,5,0,0
364,Juventus,Catania,1,1,D,0,0,D,15,7,4,3,18,13,5,7,5,1,0,0
365,Livorno,Torino,0,1,A,0,1,A,12,8,4,4,16,20,5,7,4,4,0,0
366,Napoli,Milan,3,1,H,1,0,H,22,14,6,4,24,18,6,5,4,3,0,0
367,Palermo,Sampdoria,0,2,A,0,0,D,19,8,4,3,26,19,6,4,1,1,0,0
368,Reggina,Empoli,2,0,H,0,0,D,17,13,7,4,15,25,5,6,2,3,0,0
369,Roma,Atalanta,2,1,H,1,0,H,14,13,4,2,12,17,6,6,0,4,0,0
370,Udinese,Cagliari,0,2,A,0,0,D,13,11,3,8,20,17,8,4,3,2,0,0
371,Sampdoria,Juventus,3,3,D,2,2,D,13,13,6,5,11,20,8,4,1,2,0,1
372,Atalanta,Genoa,2,0,H,1,0,H,14,4,4,2,23,16,5,6,3,3,0,2
373,Cagliari,Reggina,2,2,D,1,0,H,19,11,8,3,10,6,5,4,0,0,0,0
374,Catania,Roma,1,1,D,0,1,A,24,10,9,2,21,15,8,0,2,2,0,0
375,Empoli,Livorno,2,1,H,1,0,H,16,10,10,3,10,12,3,5,2,0,0,0
376,Lazio,Napoli,2,1,H,1,0,H,8,4,5,2,27,19,3,4,3,3,0,0
377,Milan,Udinese,4,1,H,0,1,A,28,14,9,6,13,17,3,7,2,2,0,0
378,Parma,Inter,0,2,A,0,0,D,14,17,1,6,25,17,5,2,4,2,0,0
379,Siena,Palermo,2,2,D,1,2,A,14,12,4,5,9,12,3,8,1,2,0,0
380,Torino,Fiorentina,0,1,A,0,0,D,8,26,3,11,10,19,6,14,0,1,0,0
381,Sampdoria,Inter,1,1,D,0,1,A,18,15,3,4,19,20,9,8,2,2,0,0
382,Udinese,Palermo,3,1,H,2,0,H,22,14,7,4,17,15,10,4,2,4,0,0
383,Atalanta,Siena,1,0,H,1,0,H,10,5,3,1,18,24,3,6,1,1,0,1
384,Cagliari,Lazio,1,4,A,1,0,H,18,17,4,8,12,17,8,3,4,1,1,0
385,Catania,Genoa,1,0,H,0,0,D,7,12,4,3,22,30,3,8,5,3,0,0
386,Chievo,Reggina,2,1,H,0,0,D,15,9,7,2,15,16,4,9,3,1,1,0
387,Fiorentina,Juventus,1,1,D,0,1,A,13,18,2,5,18,25,3,3,1,3,1,0
388,Milan,Bologna,1,2,A,1,1,D,23,13,8,3,16,12,4,1,1,3,0,0
389,Roma,Napoli,1,1,D,1,0,H,17,19,7,5,17,22,6,8,2,1,0,1
390,Torino,Lecce,3,0,H,2,0,H,13,18,6,4,11,17,6,6,1,3,0,0
391,Inter,Catania,2,1,H,1,1,D,21,12,6,1,15,27,8,5,2,5,1,0
392,Palermo,Roma,3,1,H,1,1,D,18,20,6,7,24,13,5,3,1,2,0,0
393,Bologna,Atalanta,0,1,A,0,1,A,6,13,2,2,19,25,7,5,2,6,0,0
394,Genoa,Milan,2,0,H,1,0,H,16,18,8,6,11,17,6,5,2,4,0,0
395,Juventus,Udinese,1,0,H,0,0,D,19,7,6,3,17,16,7,2,0,1,0,0
396,Lazio,Sampdoria,2,0,H,1,0,H,14,9,4,3,13,20,5,10,0,2,0,0
397,Lecce,Chievo,2,0,H,0,0,D,11,12,4,1,24,23,3,5,2,2,0,0
398,Napoli,Fiorentina,2,1,H,0,1,A,15,19,5,7,14,13,4,4,3,3,0,0
399,Reggina,Torino,1,1,D,1,1,D,12,7,1,5,22,25,9,5,3,1,0,0
400,Siena,Cagliari,2,0,H,1,0,H,9,10,6,3,16,12,7,6,3,3,0,0
401,Catania,Atalanta,1,0,H,0,0,D,8,22,1,5,24,10,4,5,1,1,0,0
402,Roma,Reggina,3,0,H,1,0,H,25,11,9,1,16,15,9,3,0,2,0,0
403,Cagliari,Juventus,0,1,A,0,1,A,12,17,5,5,9,21,3,6,1,1,0,0
404,Fiorentina,Bologna,1,0,H,1,0,H,23,10,8,4,25,14,4,4,3,1,0,0
405,Lecce,Siena,1,1,D,0,1,A,10,11,5,3,17,24,5,6,3,4,0,0
406,Milan,Lazio,4,1,H,2,1,H,14,12,9,4,20,15,7,6,2,1,0,0
407,Palermo,Genoa,2,1,H,1,0,H,14,10,5,3,18,24,4,4,1,2,0,0
408,Sampdoria,Chievo,1,1,D,0,0,D,10,6,3,1,16,15,4,0,2,2,0,0
409,Torino,Inter,1,3,A,0,2,A,14,8,5,5,15,18,8,0,3,1,0,0
410,Udinese,Napoli,0,0,D,0,0,D,14,9,4,1,10,18,1,2,0,2,0,0
411,Atalanta,Cagliari,1,0,H,0,0,D,16,10,7,2,25,17,6,3,1,3,0,0
412,Bologna,Udinese,0,3,A,0,2,A,9,15,1,3,16,28,2,6,3,2,1,0
413,Chievo,Torino,1,1,D,0,1,A,14,8,5,2,17,23,8,3,3,2,0,1
414,Genoa,Roma,3,1,H,1,1,D,14,12,6,4,16,19,5,4,3,5,0,1
415,Inter,Lecce,1,0,H,0,0,D,14,5,2,2,12,15,7,2,2,1,0,0
416,Juventus,Catania,1,1,D,1,0,H,22,8,8,4,16,33,5,3,0,3,0,0
417,Lazio,Fiorentina,3,0,H,0,0,D,23,8,10,1,18,17,7,6,2,3,0,0
418,Napoli,Palermo,2,1,H,1,0,H,14,17,4,4,17,17,1,6,2,3,0,0
419,Reggina,Milan,1,2,A,0,1,A,16,8,7,4,26,26,3,1,1,3,0,0
420,Siena,Sampdoria,0,0,D,0,0,D,6,8,0,2,23,17,2,7,1,2,0,0
421,Fiorentina,Genoa,1,0,H,0,0,D,19,3,5,2,20,33,7,5,5,4,0,0
422,Sampdoria,Juventus,0,0,D,0,0,D,13,10,3,2,13,24,11,2,2,2,0,0
423,Bologna,Napoli,0,1,A,0,0,D,10,4,1,1,4,12,5,3,1,0,0,0
424,Catania,Chievo,1,0,H,1,0,H,18,16,3,7,19,12,3,5,3,0,0,1
425,Lecce,Cagliari,2,0,H,1,0,H,14,16,5,5,14,18,0,9,3,2,0,0
426,Milan,Inter,1,0,H,1,0,H,17,11,5,2,17,14,5,2,2,4,0,2
427,Palermo,Reggina,1,0,H,0,0,D,8,3,1,1,22,23,5,3,1,3,0,0
428,Roma,Atalanta,2,0,H,2,0,H,11,11,4,0,24,13,3,4,2,2,0,0
429,Torino,Lazio,1,3,A,0,1,A,12,12,3,8,20,22,1,2,2,2,2,0
430,Udinese,Siena,2,1,H,2,1,H,15,10,6,3,12,18,7,5,0,2,0,0
431,Inter,Bologna,2,1,H,1,0,H,22,12,11,4,15,12,11,5,2,2,0,0
432,Lazio,Lecce,1,1,D,0,1,A,28,6,7,3,12,28,10,3,2,4,0,0
433,Atalanta,Sampdoria,4,2,H,2,1,H,20,4,11,3,13,25,5,2,3,3,0,2
434,Cagliari,Milan,0,0,D,0,0,D,12,15,4,4,28,16,5,5,3,3,0,0
435,Chievo,Fiorentina,0,2,A,0,1,A,11,12,3,8,20,16,5,4,3,2,1,0
436,Genoa,Napoli,3,2,H,1,1,D,8,13,5,6,21,22,9,3,1,2,2,0
437,Juventus,Palermo,1,2,A,1,1,D,11,13,3,4,13,31,2,3,2,2,1,0
438,Reggina,Catania,1,1,D,0,0,D,36,12,7,2,18,23,18,5,2,3,0,1
439,Siena,Roma,1,0,H,1,0,H,11,16,3,6,16,13,3,4,3,1,0,2
440,Udinese,Torino,2,0,H,1,0,H,11,6,2,3,14,20,3,4,2,4,0,0
441,Fiorentina,Reggina,3,0,H,1,0,H,28,9,9,1,28,17,13,4,1,1,0,1
442,Napoli,Juventus,2,1,H,0,0,D,12,12,5,5,17,24,2,4,3,4,0,0
443,Bologna,Lazio,3,1,H,3,0,H,4,11,3,5,27,14,5,7,4,4,0,0
444,Catania,Palermo,2,0,H,0,0,D,18,16,4,3,19,13,3,7,0,1,0,1
445,Chievo,Atalanta,1,1,D,1,0,H,14,11,4,4,14,11,13,7,1,1,0,0
446,Genoa,Siena,1,0,H,1,0,H,12,5,6,1,24,16,5,6,1,2,0,0
447,Lecce,Udinese,2,2,D,1,0,H,7,22,2,8,24,21,5,4,4,3,0,0
448,Milan,Sampdoria,3,0,H,0,0,D,16,9,6,3,26,16,6,4,2,1,0,1
449,Roma,Inter,0,4,A,0,1,A,26,18,7,9,13,17,9,10,1,1,0,0
450,Torino,Cagliari,0,1,A,0,0,D,9,4,5,1,17,14,6,6,2,3,0,0
451,Juventus,Torino,1,0,H,0,0,D,11,9,5,0,19,25,7,5,2,3,0,0
452,Siena,Catania,1,1,D,0,0,D,28,4,11,2,11,16,14,2,2,1,0,0
453,Atalanta,Milan,0,1,A,0,0,D,14,6,6,1,21,26,2,0,3,4,0,0
454,Cagliari,Chievo,2,0,H,1,0,H,6,4,4,0,24,21,5,4,3,4,0,0
455,Inter,Genoa,0,0,D,0,0,D,15,12,2,5,16,17,6,2,4,3,0,1
456,Lazio,Napoli,0,1,A,0,0,D,18,8,5,2,26,14,4,4,4,1,0,0
457,Palermo,Fiorentina,1,3,A,0,2,A,17,18,7,5,6,19,6,7,2,1,0,0
458,Reggina,Lecce,2,0,H,0,0,D,14,12,3,3,17,27,8,4,2,3,0,0
459,Sampdoria,Bologna,2,0,H,0,0,D,22,6,9,3,19,21,9,6,2,2,0,0
460,Udinese,Roma,3,1,H,2,0,H,12,24,7,8,25,13,2,9,4,4,0,0
461,Bologna,Juventus,1,2,A,0,1,A,6,13,2,4,18,24,4,8,3,1,0,0
462,Catania,Udinese,0,2,A,0,1,A,23,13,6,6,20,21,2,1,2,4,0,0
463,Chievo,Lazio,1,2,A,1,1,D,9,11,4,2,21,16,6,6,3,2,0,0
464,Fiorentina,Inter,0,0,D,0,0,D,17,12,3,2,17,16,1,7,1,1,0,0
465,Genoa,Cagliari,2,1,H,1,0,H,10,11,6,2,13,11,4,2,2,2,0,0
466,Lecce,Palermo,1,1,D,1,0,H,5,8,1,1,20,23,7,1,0,3,1,0
467,Milan,Siena,2,1,H,1,0,H,14,13,4,4,7,19,6,7,0,2,0,0
468,Napoli,Reggina,3,0,H,2,0,H,9,0,4,0,7,11,1,0,0,1,0,0
469,Torino,Atalanta,2,1,H,0,0,D,8,9,5,3,25,23,4,2,4,2,0,0
470,Juventus,Roma,2,0,H,1,0,H,21,6,6,0,15,15,11,6,0,2,0,0
471,Reggina,Inter,2,3,A,1,2,A,17,19,7,7,25,19,4,2,1,1,0,0
472,Atalanta,Lecce,0,0,D,0,0,D,9,11,1,3,12,18,4,4,1,2,1,0
473,Cagliari,Bologna,5,1,H,1,1,D,23,4,14,1,14,23,9,2,1,2,0,0
474,Lazio,Catania,1,0,H,0,0,D,14,6,7,1,9,25,7,2,4,2,0,0
475,Milan,Napoli,1,0,H,0,0,D,20,8,6,4,26,20,13,2,2,2,0,1
476,Palermo,Chievo,3,0,H,3,0,H,11,17,3,2,18,16,4,8,1,2,1,0
477,Sampdoria,Torino,1,0,H,0,0,D,15,10,5,4,18,19,8,2,1,3,0,0
478,Siena,Fiorentina,1,0,H,0,0,D,10,12,4,4,15,16,6,3,1,1,0,0
479,Udinese,Genoa,2,2,D,1,0,H,12,21,5,9,20,24,5,6,2,2,0,0
480,Bologna,Roma,1,1,D,0,0,D,9,10,1,3,20,13,3,2,2,2,0,0
481,Torino,Palermo,1,0,H,0,0,D,18,9,5,2,10,20,5,4,3,2,0,1
482,Catania,Cagliari,2,1,H,1,1,D,13,9,6,4,25,18,4,6,4,4,0,0
483,Chievo,Juventus,0,2,A,0,1,A,7,11,0,5,16,21,3,4,5,4,0,0
484,Fiorentina,Atalanta,2,1,H,2,0,H,19,11,4,4,28,21,5,0,2,3,0,0
485,Genoa,Reggina,4,0,H,0,0,D,21,11,6,2,17,15,8,3,3,1,0,1
486,Inter,Udinese,1,0,H,0,0,D,13,11,5,4,14,12,8,5,2,3,0,0
487,Lazio,Siena,3,0,H,0,0,D,9,14,5,5,8,17,6,5,1,1,0,0
488,Lecce,Milan,1,1,D,0,0,D,9,21,3,3,15,14,3,4,3,2,0,0
489,Napoli,Sampdoria,2,0,H,1,0,H,9,10,3,4,28,25,4,5,4,5,0,0
490,Juventus,Genoa,4,1,H,2,0,H,14,8,5,1,13,22,7,5,0,2,0,0
491,Palermo,Inter,0,2,A,0,0,D,16,18,6,9,16,21,2,9,3,1,0,0
492,Atalanta,Napoli,3,1,H,0,0,D,17,7,7,3,15,14,4,3,2,3,0,1
493,Cagliari,Fiorentina,1,0,H,1,0,H,10,19,3,5,14,12,5,5,1,4,0,0
494,Catania,Torino,3,2,H,2,1,H,20,16,7,3,19,19,7,8,0,2,0,0
495,Milan,Chievo,1,0,H,1,0,H,15,7,7,2,21,15,9,2,2,2,0,0
496,Roma,Lazio,1,0,H,0,0,D,17,15,4,4,17,21,9,4,1,2,1,1
497,Sampdoria,Lecce,3,2,H,2,0,H,19,11,8,5,22,29,2,5,3,3,0,0
498,Siena,Bologna,1,1,D,1,1,D,14,7,8,1,12,15,14,4,1,3,0,0
499,Udinese,Reggina,0,1,A,0,0,D,10,15,1,4,24,22,3,6,3,4,0,0
500,Fiorentina,Udinese,4,2,H,0,1,A,21,25,11,11,23,14,3,10,2,3,1,0
501,Inter,Juventus,1,0,H,0,0,D,20,7,9,2,14,21,8,4,3,2,0,0
502,Bologna,Palermo,1,1,D,1,0,H,13,20,4,8,17,16,3,5,2,2,0,0
503,Chievo,Siena,0,2,A,0,0,D,14,21,5,9,15,17,5,7,4,0,0,0
504,Lazio,Genoa,1,1,D,0,0,D,18,10,8,4,25,27,10,3,1,3,0,0
505,Lecce,Roma,0,3,A,0,2,A,10,16,3,7,16,16,1,4,1,1,0,0
506,Napoli,Cagliari,2,2,D,1,0,H,13,11,6,4,23,19,5,2,3,4,0,0
507,Reggina,Atalanta,3,1,H,2,0,H,9,17,6,1,19,13,2,6,2,1,0,0
508,Sampdoria,Catania,3,0,H,1,0,H,21,16,9,3,19,23,5,6,2,2,0,0
509,Torino,Milan,2,2,D,1,2,A,15,16,5,6,19,16,4,5,2,5,0,0
510,Catania,Lecce,1,1,D,0,0,D,17,11,4,3,23,21,11,1,2,3,0,0
511,Juventus,Reggina,4,0,H,2,0,H,18,10,7,1,24,13,8,3,1,3,0,0
512,Atalanta,Lazio,2,0,H,0,0,D,12,9,5,6,23,18,2,6,1,2,0,0
513,Cagliari,Sampdoria,1,0,H,0,0,D,10,12,3,6,19,28,4,4,2,2,0,0
514,Genoa,Bologna,1,1,D,0,0,D,15,9,4,5,18,18,6,8,1,1,0,0
515,Inter,Napoli,2,1,H,2,1,H,15,12,4,2,13,19,7,3,1,3,0,0
516,Palermo,Milan,3,1,H,0,0,D,21,15,10,6,17,17,9,4,4,1,0,0
517,Roma,Fiorentina,1,0,H,0,0,D,22,16,6,5,18,18,5,4,2,2,0,0
518,Siena,Torino,1,0,H,1,0,H,16,11,5,0,14,8,7,5,1,1,0,0
519,Udinese,Chievo,0,1,A,0,0,D,19,9,3,3,20,22,6,7,2,5,1,0
520,Chievo,Roma,0,1,A,0,0,D,7,21,2,8,20,17,6,10,3,2,0,1
521,Lazio,Inter,0,3,A,0,2,A,22,14,5,3,16,22,7,5,3,3,0,0
522,Atalanta,Udinese,3,0,H,1,0,H,14,8,6,3,22,19,3,10,0,0,0,0
523,Cagliari,Palermo,1,0,H,1,0,H,5,19,3,7,11,18,2,8,2,1,0,0
524,Lecce,Juventus,1,2,A,0,0,D,7,13,4,3,23,15,2,6,3,2,0,0
525,Milan,Catania,1,0,H,0,0,D,22,9,10,2,14,19,10,4,2,3,0,0
526,Napoli,Siena,2,0,H,0,0,D,13,10,6,2,13,29,9,5,4,2,0,0
527,Reggina,Bologna,2,2,D,1,0,H,18,10,8,5,18,26,6,1,2,2,0,0
528,Sampdoria,Genoa,0,1,A,0,0,D,6,5,2,1,26,31,5,1,6,5,0,0
529,Torino,Fiorentina,1,4,A,0,2,A,15,11,5,6,18,28,4,4,2,2,0,0
530,Bologna,Torino,5,2,H,0,1,A,12,10,8,5,17,24,3,10,1,4,0,1
531,Napoli,Lecce,3,0,H,2,0,H,12,15,5,3,16,14,9,7,2,5,0,0
532,Fiorentina,Catania,2,0,H,0,0,D,31,7,6,2,13,20,8,0,2,2,0,0
533,Genoa,Atalanta,1,1,D,0,1,A,16,5,6,2,10,20,6,2,1,3,1,2
534,Inter,Chievo,4,2,H,1,0,H,19,7,8,6,10,13,8,4,3,1,0,1
535,Juventus,Milan,4,2,H,3,1,H,20,7,7,4,15,15,10,3,2,2,0,1
536,Palermo,Siena,2,0,H,1,0,H,21,16,12,4,20,17,5,3,2,2,0,0
537,Reggina,Sampdoria,0,2,A,0,0,D,18,22,6,11,23,20,3,6,3,2,0,0
538,Roma,Cagliari,3,2,H,1,0,H,23,9,7,5,12,13,10,3,2,3,0,0
539,Udinese,Lazio,3,3,D,2,0,H,12,20,8,9,11,19,3,6,2,4,0,0
540,Lazio,Palermo,1,0,H,0,0,D,12,11,3,2,10,19,3,4,3,2,0,1
541,Siena,Inter,1,2,A,1,1,D,14,15,2,7,10,10,6,3,3,3,0,0
542,Atalanta,Juventus,1,3,A,0,2,A,11,11,3,5,22,24,6,7,4,3,0,0
543,Cagliari,Reggina,1,1,D,1,0,H,12,12,2,2,18,25,8,5,1,3,1,0
544,Catania,Roma,3,2,H,2,0,H,13,13,4,4,21,20,6,4,5,5,0,0
545,Chievo,Genoa,0,1,A,0,0,D,8,9,1,3,17,18,6,4,5,2,0,0
546,Lecce,Bologna,0,0,D,0,0,D,15,8,4,2,22,20,7,5,4,3,0,0
547,Milan,Udinese,5,1,H,4,1,H,15,15,11,7,17,8,1,7,3,3,0,0
548,Sampdoria,Fiorentina,0,1,A,0,1,A,15,16,1,3,15,19,8,5,2,4,0,0
549,Torino,Napoli,1,0,H,0,0,D,11,9,6,5,22,10,11,5,2,4,0,0
550,Genoa,Torino,3,0,H,1,0,H,13,10,8,4,26,19,8,2,2,3,0,0
551,Inter,Cagliari,1,1,D,0,0,D,23,13,8,4,21,20,8,3,1,1,0,0
552,Bologna,Chievo,1,1,D,1,1,D,7,9,1,4,28,25,4,2,3,3,1,0
553,Fiorentina,Lecce,1,2,A,1,2,A,23,9,8,3,16,19,14,1,2,2,1,0
554,Juventus,Siena,1,0,H,1,0,H,7,11,3,2,13,17,4,2,1,1,0,0
555,Napoli,Catania,1,0,H,0,0,D,18,9,4,2,8,15,8,6,0,1,0,0
556,Palermo,Atalanta,3,2,H,2,0,H,12,20,4,9,26,13,4,6,3,1,0,0
557,Reggina,Lazio,2,3,A,1,2,A,5,17,2,6,14,21,5,8,3,3,0,0
558,Roma,Milan,2,2,D,1,0,H,25,14,10,4,15,13,3,6,3,2,0,0
559,Udinese,Sampdoria,1,1,D,0,0,D,19,9,6,4,24,19,5,4,0,3,0,0
560,Roma,Sampdoria,2,0,H,1,0,H,20,12,8,3,11,19,7,4,2,3,0,0
561,Milan,Fiorentina,1,0,H,1,0,H,16,16,5,6,14,21,6,9,1,2,1,0
562,Siena,Reggina,1,0,H,0,0,D,17,10,6,5,12,20,7,2,1,2,0,0
563,Atalanta,Inter,3,1,H,3,0,H,13,13,6,5,11,18,3,8,2,2,0,0
564,Cagliari,Udinese,2,0,H,2,0,H,6,14,3,3,24,16,0,3,3,1,0,0
565,Catania,Bologna,1,2,A,0,0,D,28,12,7,6,18,20,9,8,2,2,1,0
566,Chievo,Napoli,2,1,H,1,0,H,13,7,4,1,28,24,1,7,3,5,1,1
567,Lazio,Juventus,1,1,D,1,1,D,7,12,4,4,17,18,3,5,4,3,0,0
568,Lecce,Genoa,0,2,A,0,0,D,11,15,1,6,23,17,4,5,5,2,0,0
569,Sampdoria,Palermo,0,2,A,0,1,A,22,9,7,4,11,32,12,0,3,1,0,0
570,Torino,Roma,0,1,A,0,0,D,12,14,2,5,21,16,4,8,3,2,1,0
571,Juventus,Fiorentina,1,0,H,1,0,H,13,11,7,4,17,18,3,7,3,2,0,0
572,Reggina,Chievo,0,1,A,0,0,D,13,13,3,3,17,24,8,5,2,2,1,0
573,Bologna,Milan,1,4,A,1,3,A,15,19,7,9,7,15,3,3,0,1,1,0
574,Genoa,Catania,1,1,D,0,0,D,12,7,3,1,14,19,5,5,1,4,1,0
575,Inter,Sampdoria,1,0,H,1,0,H,19,8,4,1,19,12,8,1,2,4,0,0
576,Lazio,Cagliari,1,4,A,1,4,A,15,12,6,5,13,28,7,2,2,4,1,0
577,Lecce,Torino,3,3,D,2,0,H,13,12,4,6,21,20,7,5,2,4,0,0
578,Napoli,Roma,0,3,A,0,2,A,12,15,4,8,13,17,8,8,6,1,0,0
579,Palermo,Udinese,3,2,H,1,1,D,15,11,6,4,18,18,5,4,3,3,1,0
580,Siena,Atalanta,1,0,H,1,0,H,12,9,3,3,16,11,4,2,1,2,0,0
